,GSM175786,GSM175787,GSM175788,GSM176082,GSM176083,GSM176084,GSM176085,GSM176086,GSM176087,GSM176088,GSM176089,GSM176090,GSM176091,GSM176092,GSM176234,GSM176236,GSM176238,GSM176240,GSM176039,GSM176040,GSM176041,GSM176043,GSM176093,GSM176094,GSM176095,GSM176096,GSM176097,GSM176098,GSM176099,GSM176100,GSM176101,GSM176127,GSM176132,GSM176137,GSM176141,GSM176142,GSM176143,GSM176144,GSM176145,GSM176146,GSM176319
IL20RA,19.009924,1.5652932,12.50863,23.556173,12.743636,11.870222,17.7402,15.845945,20.055431,13.284637,17.012877,4.9402766,17.066576,16.172821,0.74588406,0.24109074,3.4355729,10.654895,26.684227,26.276716,17.374378,41.394978,45.377598,34.445915,165.24718,101.822174,119.17593,23.54747,62.42434,16.595245,29.491941,5.997843,16.42237,34.966503,104.79316,367.11487,18.208208,20.40442,12.5136175,42.70558,63.62713
IL17RB,20.2757,12.088645,14.16375,22.193872,13.9527,10.329219,8.967263,2.6634429,25.132496,1.3406439,10.520155,2.2304692,5.2477603,1.7852833,21.203424,23.110699,5.328593,9.799369,39.53913,13.238927,23.568758,48.21894,133.9785,43.83608,147.7322,15.711075,58.32702,43.447746,149.77441,45.742775,58.79468,24.014921,38.9762,152.0958,60.67225,129.6102,11.286392,8.372075,1.3930917,6.5800953,123.08318
PDGFD,509.80957,319.0405,404.9025,281.12943,281.25177,394.60184,575.6211,301.52197,366.16797,360.6049,388.32162,301.3606,358.76303,346.76343,265.58414,127.74993,118.27757,120.2963,254.46504,158.60532,423.6428,54.7668,59.026497,62.926632,53.05608,29.216763,53.600605,168.1523,45.89251,38.639416,60.191032,196.54109,59.044743,69.82855,62.324696,54.80396,160.83028,290.44702,180.31363,235.76247,194.03387
ROBO3,43.991257,57.844074,43.87298,118.7094,54.222713,69.7484,108.53604,81.42833,102.93217,63.717697,94.499374,70.3949,48.938267,39.88821,54.218887,41.153866,40.56616,34.4,4.021961,15.032049,2.202338,1.2641231,21.91997,5.2004395,1.7923578,2.7084773,18.529467,5.771294,3.1500325,0.72608453,4.2601166,15.042402,23.052904,2.5840998,23.724716,3.959801,76.971375,20.081097,21.69451,20.250124,32.53264
C5AR1,27.87392,27.091084,39.505432,103.86162,161.33301,72.76364,18.756155,105.86311,105.13346,53.03499,50.529774,33.26342,47.838356,60.176704,35.322342,68.51528,51.668514,52.336166,55.6695,16.870771,18.241974,37.12655,24.730806,56.59853,17.930857,27.751932,19.641815,43.297966,23.242615,7.4766817,20.616001,11.678054,14.591067,11.591074,22.4063,21.50499,24.067781,43.551353,37.061012,33.055275,68.64506
CMTM6,176.48685,122.86257,218.81825,285.28876,344.40662,106.083855,172.48,197.58916,242.7085,127.79618,178.86044,126.49265,171.56009,292.68652,245.84593,88.73989,112.114624,105.10393,384.9846,69.14463,357.29358,375.7223,1232.3639,863.6698,702.7343,533.4571,497.88608,628.8155,864.2244,639.6789,545.22546,102.79754,140.91524,578.6614,325.60812,346.38193,139.92859,231.234,181.8909,204.63004,965.4448
TNFSF13B,83.53794,85.60183,108.544525,215.2004,113.55152,132.57689,30.6582,243.50719,196.55716,90.93585,113.677475,125.04593,148.93102,86.79928,38.263607,174.49118,45.89524,84.40148,39.084225,20.108503,16.769768,30.160845,24.463465,16.55506,26.656412,28.927412,21.105726,33.959534,20.56303,11.30506,20.197536,11.7759,17.483978,13.959762,56.955555,39.99935,60.92931,19.7292,48.552242,102.76223,18.475315
LTBP2,429.86584,283.82477,553.0533,445.2689,536.30396,235.10553,419.68066,538.70807,766.1446,226.74579,479.15576,148.75427,398.85284,142.62904,279.207,147.39389,177.08714,263.9174,134.62718,65.2054,98.45902,132.2132,61.29983,69.419945,47.853443,48.109547,43.664684,169.37952,89.963394,56.860443,101.90224,59.147854,87.16701,66.2139,70.27368,56.805386,229.51186,143.0248,160.70927,193.2303,82.10629
CCL26,2.3472962,9.731031,22.183214,117.77113,24.53497,20.567812,27.755743,31.439543,19.083588,13.998593,45.90269,23.45827,17.715311,34.44705,10.893617,0.8729478,16.089333,14.783233,3.46097,6.5690536,4.4011235,5.835475,0.4833663,0.8383354,7.39115,4.6818285,1.3926324,3.2528424,8.389256,9.523105,12.0337305,1.1481587,1.6739321,2.496451,6.2131085,11.209403,21.660185,13.7939415,20.467249,8.382701,1.0081536
INSR,157.52615,135.53532,226.70322,139.64949,200.63754,132.67221,203.74008,116.18347,115.32613,117.93545,109.2956,133.50471,115.05497,60.456635,184.3678,49.99988,71.73248,66.63721,43.80425,43.91908,65.74555,42.276993,28.584929,28.325651,42.080276,103.61605,27.978962,55.611008,33.376774,23.972664,19.286327,31.65813,51.785904,24.007872,134.4746,50.940456,82.149155,142.61423,107.26605,102.872314,116.42796
SEMA6D,193.73059,98.72923,145.06754,150.63443,122.34491,94.63592,188.99515,120.10876,132.70433,166.23982,136.72276,112.106,116.85788,170.11905,80.468994,31.015614,37.65836,31.63059,10.824208,19.463726,15.790161,23.796629,35.441227,22.548222,24.82059,15.457521,38.852406,22.203417,25.156548,7.601696,11.951556,8.578769,7.2857933,19.890682,18.22324,32.194027,68.44309,32.802975,26.837807,49.59097,58.30853
OSMR,236.3489,204.97937,695.724,508.01562,411.33087,154.7134,235.37389,283.7025,531.02844,179.92097,208.79102,223.44106,400.07626,713.2368,661.8895,125.417015,204.12642,235.77791,130.32693,87.80553,79.67773,248.4229,152.42989,112.88098,89.438065,385.16238,118.4259,146.86194,96.569305,76.27167,105.99455,104.40238,132.42802,121.687935,289.53418,118.360146,185.32236,233.12656,212.77657,254.00745,191.72461
TGFBR3,761.00903,727.07227,510.44452,675.3437,757.5724,360.81888,1363.4059,458.7712,252.22627,725.19354,547.23694,702.01117,727.1563,1081.5206,1865.7006,169.43344,147.32613,223.93915,88.65384,492.8537,50.29991,75.969376,80.70439,93.28944,70.3052,157.82155,88.988914,87.75209,52.43924,31.63073,41.51269,186.68633,325.54678,78.74523,487.05826,152.52597,653.34595,552.34247,532.1647,661.77844,339.44693
ADCYAP1R1,51.06986,30.572569,32.973484,24.989092,24.595306,8.5714655,23.953838,18.455856,13.993752,15.676195,39.39641,13.787402,3.9397044,17.60472,6.6307817,10.82572,17.77929,25.090376,58.944572,25.854755,56.06305,34.124027,90.41183,92.13492,88.43063,18.378,68.49133,67.64086,117.28386,66.08882,69.22035,20.827175,41.577084,60.198563,14.248585,65.90971,56.029964,23.292543,21.69497,39.173233,178.36084
ROBO2,40.124527,40.84476,26.990292,40.619034,72.27889,38.777737,109.117096,18.97687,27.693098,76.582954,59.71614,31.242828,63.02404,49.683384,70.65474,8.384885,11.7851925,6.8357673,30.768574,6.971693,142.75519,15.734906,23.996252,32.461243,8.03176,9.808366,23.315716,35.695908,25.816984,4.0511208,8.691745,24.133984,1.2248495,9.625576,1.0634111,20.70768,7.025394,22.371397,7.226067,4.7481093,36.622654
INHBA,43.822006,49.441944,172.86922,452.08475,335.82446,127.79261,58.584007,258.00952,310.37616,98.3747,93.26977,108.69164,180.9365,878.2971,37.23336,25.049143,130.44547,158.31107,146.63066,105.055725,200.1609,59.92039,12.100489,10.391288,3.6577811,31.873043,7.6488853,328.8798,17.449018,18.390942,26.092497,6.5375996,15.661632,8.129965,35.29882,19.252712,26.991537,151.55887,112.4053,93.90873,25.720919
SOCS3,209.10056,529.4459,175.98283,1025.6915,1187.908,599.07336,154.33102,750.0764,417.55075,452.72925,464.7515,593.5012,832.93744,439.44284,33.83892,195.60707,193.24966,200.46162,97.72943,12.884706,29.443502,64.72627,40.88373,439.0667,41.388332,713.7518,248.82124,135.57443,62.54548,23.33006,141.64539,10.714232,15.857398,11.687769,242.66974,53.25458,329.50098,756.6861,23.694126,205.67761,76.10298
PGR,259.45554,171.7031,194.84428,515.5673,365.26224,122.813034,436.42203,136.11247,242.21617,305.89682,516.3456,288.70767,194.37854,189.43005,215.51714,46.297523,242.78409,100.60688,986.4786,522.5518,1008.43536,900.18066,3674.9167,2271.0369,3257.0234,665.3173,2510.0027,1720.0962,3793.432,1886.1206,2165.2046,316.41644,686.3198,2122.7534,1670.1655,2864.7925,1040.3748,2563.8389,1736.1783,1752.8812,3498.6606
PROK1,369.9903,371.58475,201.35324,582.2218,258.6656,215.3617,855.5295,294.2777,208.93655,283.45526,368.0518,404.5027,516.80994,346.62848,70.64359,42.2955,196.20383,126.332405,23.05813,2.0885375,12.197803,44.405518,17.294724,1.2310104,6.3173323,103.021484,20.962463,13.073683,1.8148552,1.5223103,7.5990014,8.893011,11.541034,1.5861425,19.800611,2.7462049,6.0827274,10.032911,3.4954479,7.7927094,21.010494
NRP2,173.4785,204.13919,256.87952,160.32202,273.54816,96.25277,243.22525,170.14388,248.24524,124.24218,139.60117,110.73026,227.3248,120.26889,165.85085,72.25541,100.37907,89.45746,46.06186,37.09443,41.301228,19.8509,24.661917,13.642994,8.400035,15.601135,24.996994,35.09898,21.388453,23.969555,15.417789,42.190678,71.85868,30.807154,80.7508,39.62354,69.71148,171.11276,118.20665,127.001,41.685688
FGF7P3,23.811184,28.040642,51.08418,114.51466,59.83317,47.48697,71.051254,44.00584,35.934254,27.139683,46.68469,59.605797,52.559116,34.69241,88.42949,8.409857,13.123838,19.955585,11.375861,53.207478,12.75149,14.993858,11.083296,7.421644,6.213734,23.533714,10.244734,9.5307,19.882843,1.4963093,5.1715407,13.29755,22.78816,1.3152709,35.74067,24.79856,98.350555,50.729725,12.028186,45.479485,24.823622
PLXNA4,17.497799,39.745773,52.627968,80.76938,65.31997,25.025658,61.778694,35.679497,54.132156,27.734035,32.857582,37.057632,64.17094,43.722782,119.80724,13.349672,19.44772,36.179546,14.1063,15.769476,7.8294625,13.13895,8.128886,5.5854006,9.761143,9.49714,6.7221856,15.18488,4.8749046,9.870388,6.0698037,1.2634357,3.0293365,6.541392,8.84384,6.9285145,16.315939,12.694339,17.288727,13.805859,21.03874
RXFP1,3.1241696,0.47243753,5.521212,25.719303,26.392412,9.2871475,7.616034,6.1373878,33.468513,1.4968852,2.1626704,5.724943,6.8549933,17.407223,0.70207757,8.707974,15.683985,0.9820912,126.98207,24.21228,44.49961,525.1255,166.16954,93.72712,275.3763,775.01044,215.26341,168.26399,104.4597,72.36691,69.620926,19.025782,22.873684,107.51798,722.7215,383.26852,7.9392247,34.25172,6.844051,4.1334453,114.55728
GREM2,9.424855,0.45372435,2.4636393,2.277981,17.286974,0.64128166,16.534555,1.9065427,0.5374392,1.6980165,0.33075508,0.2910361,0.4516361,7.2710595,0.893182,2.4681056,0.8866323,0.14816867,4.1968384,7.235745,14.963848,0.6657042,40.755985,49.469242,26.729383,6.5645547,97.033714,40.178867,25.457485,13.98534,26.29301,0.5890491,8.50324,24.724136,11.258729,95.79767,6.17668,28.324614,18.78007,4.31038,44.490604
NAMPT,148.25752,239.8302,93.74114,499.98822,3361.822,1217.4207,196.26448,376.8014,594.22614,312.82294,555.3892,724.8789,877.3056,308.30756,144.59634,1110.3215,236.81151,602.23987,262.50894,40.62389,60.070236,47.38732,105.22141,656.3242,93.14846,855.13715,142.82495,183.09662,123.04068,51.930782,148.0105,35.181118,66.88567,68.314995,560.5687,122.06047,107.69944,359.93515,49.61792,91.3275,185.83662
NPR1,142.31137,155.09161,108.24746,91.97731,88.3648,47.74695,117.969284,60.94169,40.433792,85.93137,75.65189,59.229137,94.31181,71.7256,39.13453,25.020231,51.426434,32.99059,25.982677,40.51815,6.851956,67.17055,4.837912,4.563133,3.9320965,50.25117,9.24219,26.557283,6.7139106,14.336247,2.0804605,6.8482065,26.414917,5.060595,65.819534,35.638695,65.54746,84.444786,62.9066,70.041725,16.42436
GNLY,14.081384,13.891926,4.2455354,93.11704,27.86105,21.963518,14.9932,34.83675,103.80363,22.88426,18.714731,25.406382,17.411236,71.508835,20.814526,13.710131,249.22797,2.2703898,333.9595,10.412762,121.15229,1846.0088,439.69705,313.36777,121.42421,2471.5767,337.92593,850.4406,154.1283,237.09344,969.11444,15.629025,22.067154,84.8935,393.8868,245.75134,16.398516,20.912619,16.713293,26.30979,76.02898
